latitude,longitude,date,year,month,temperature_max_c,temperature_min_c,temperature_mean_c,precipitation_mm,relative_humidity_pct,wind_speed_m_s
41.97,-93.47,2023-02-20,2023,2,9.5,-12.4,-2.2,0.0,69.5,4.5
41.97,-93.47,2023-02-21,2023,2,11.1,-3.2,4.3,0.0,45.6,2.7
41.97,-93.47,2023-02-22,2023,2,11.2,-2.8,2.9,0.0,63.9,3.0
41.97,-93.47,2023-02-23,2023,2,11.9,-3.9,3.9,0.0,70.4,2.3
41.97,-93.47,2023-02-24,2023,2,14.4,-5.1,5.9,0.0,51.5,2.4
41.97,-93.47,2023-02-25,2023,2,6.8,-7.9,-2.7,0.0,82.6,5.5
41.97,-93.47,2023-02-26,2023,2,14.6,-2.5,6.3,0.0,60.4,7.8
41.97,-93.47,2023-02-27,2023,2,9.2,-8.5,-2.1,0.2,60.7,2.6
41.97,-93.47,2023-02-28,2023,2,7.4,-10.8,0.1,2.5,71.3,2.7
41.97,-93.47,2023-03-01,2023,3,19.1,-0.2,9.2,0.0,74.4,6.8
41.97,-93.47,2023-03-02,2023,3,16.4,-4.6,6.1,0.0,61.5,4.2
41.97,-93.47,2023-03-03,2023,3,17.3,-0.5,6.9,0.0,79.3,4.6
41.97,-93.47,2023-03-04,2023,3,16.8,-0.3,11.1,0.0,78.1,3.9
41.97,-93.47,2023-03-05,2023,3,22.3,3.3,11.0,5.9,63.7,3.9
41.97,-93.47,2023-03-06,2023,3,22.5,7.3,14.3,0.0,71.9,6.5
41.97,-93.47,2023-03-07,2023,3,22.3,1.3,11.8,1.7,62.3,5.3
41.97,-93.47,2023-03-08,2023,3,19.0,5.7,11.5,3.6,84.7,2.6
41.97,-93.47,2023-03-09,2023,3,13.7,-1.8,8.1,4.3,88.2,2.5
41.97,-93.47,2023-03-10,2023,3,14.9,-7.4,4.2,0.0,75.1,4.3
41.97,-93.47,2023-03-11,2023,3,9.9,-6.1,4.4,0.0,62.0,7.4
41.97,-93.47,2023-03-12,2023,3,13.6,0.2,8.5,0.3,64.7,5.9
41.97,-93.47,2023-03-13,2023,3,15.8,-3.5,5.6,0.0,60.0,3.7
41.97,-93.47,2023-03-14,2023,3,19.3,2.5,7.6,0.0,46.7,7.3
41.97,-93.47,2023-03-15,2023,3,18.7,-2.0,10.0,2.0,98.8,5.1
41.97,-93.47,2023-03-16,2023,3,21.1,3.5,12.9,0.0,81.0,2.3
41.97,-93.47,2023-03-17,2023,3,18.4,-0.2,11.5,0.0,63.2,5.7
41.97,-93.47,2023-03-18,2023,3,14.3,-1.4,6.1,0.0,48.1,7.8
41.97,-93.47,2023-03-19,2023,3,18.7,-3.1,6.8,0.0,57.4,6.9
41.97,-93.47,2023-03-20,2023,3,17.3,-4.9,5.9,0.0,74.0,5.7
41.97,-93.47,2023-03-21,2023,3,18.0,-1.5,10.1,0.0,46.8,2.2
41.97,-93.47,2023-03-22,2023,3,24.0,6.1,12.1,0.0,60.2,7.8
41.97,-93.47,2023-03-23,2023,3,18.1,-3.7,7.2,0.0,61.6,3.6
41.97,-93.47,2023-03-24,2023,3,19.0,-3.0,8.6,0.0,54.9,4.7
41.97,-93.47,2023-03-25,2023,3,14.6,-3.0,8.7,0.0,54.1,6.0
41.97,-93.47,2023-03-26,2023,3,9.8,-5.7,4.0,0.0,75.9,5.1
41.97,-93.47,2023-03-27,2023,3,23.4,3.6,12.4,0.0,80.1,4.4
41.97,-93.47,2023-03-28,2023,3,20.4,4.0,10.5,0.0,74.0,5.5
41.97,-93.47,2023-03-29,2023,3,20.4,4.6,12.7,0.0,58.9,5.1
41.97,-93.47,2023-03-30,2023,3,16.5,-3.9,7.1,0.0,50.9,7.6
41.97,-93.47,2023-03-31,2023,3,21.0,5.8,12.6,0.0,84.2,5.0
41.97,-93.47,2023-04-01,2023,4,24.6,12.4,18.0,0.3,66.1,2.8
41.97,-93.47,2023-04-02,2023,4,19.7,4.0,10.3,0.0,80.9,4.8
41.97,-93.47,2023-04-03,2023,4,18.0,6.3,11.6,0.8,67.1,2.5
41.97,-93.47,2023-04-04,2023,4,21.9,7.9,16.1,1.1,80.1,6.1
41.97,-93.47,2023-04-05,2023,4,23.6,1.0,12.5,0.8,92.2,6.5
41.97,-93.47,2023-04-06,2023,4,21.5,8.8,15.2,0.0,64.4,5.7
41.97,-93.47,2023-04-07,2023,4,22.9,7.4,12.7,0.0,73.5,7.4
41.97,-93.47,2023-04-08,2023,4,16.6,-0.7,8.0,1.5,81.3,3.5
41.97,-93.47,2023-04-09,2023,4,17.5,5.1,12.3,1.0,64.8,7.3
41.97,-93.47,2023-04-10,2023,4,19.5,0.6,10.3,0.0,64.9,2.5
41.97,-93.47,2023-04-11,2023,4,31.9,13.7,21.7,0.8,74.5,7.9
41.97,-93.47,2023-04-12,2023,4,26.6,10.1,17.6,0.0,69.2,3.4
41.97,-93.47,2023-04-13,2023,4,18.9,5.6,12.6,5.7,63.2,5.1
41.97,-93.47,2023-04-14,2023,4,21.0,1.2,13.1,1.3,98.8,7.2
41.97,-93.47,2023-04-15,2023,4,19.1,3.2,12.9,0.0,67.3,5.4
41.97,-93.47,2023-04-16,2023,4,23.8,6.5,16.9,1.0,77.0,5.0
41.97,-93.47,2023-04-17,2023,4,22.5,6.2,13.2,0.0,51.2,4.9
41.97,-93.47,2023-04-18,2023,4,22.4,8.3,13.7,0.0,50.4,2.4
41.97,-93.47,2023-04-19,2023,4,22.5,2.5,12.8,0.0,63.9,4.5
41.97,-93.47,2023-04-20,2023,4,24.3,5.4,16.9,0.0,83.6,2.7
41.97,-93.47,2023-04-21,2023,4,21.4,9.6,15.1,0.0,68.0,7.1
41.97,-93.47,2023-04-22,2023,4,20.8,4.3,14.9,0.4,66.6,6.9
41.97,-93.47,2023-04-23,2023,4,23.0,4.3,15.5,0.0,77.7,4.6
41.97,-93.47,2023-04-24,2023,4,28.4,12.6,20.8,0.0,74.9,7.0
41.97,-93.47,2023-04-25,2023,4,23.3,6.8,15.6,0.0,70.0,2.7
41.97,-93.47,2023-04-26,2023,4,25.5,4.5,13.9,0.0,50.6,6.8
41.97,-93.47,2023-04-27,2023,4,27.7,6.0,16.5,0.9,69.9,6.5
41.97,-93.47,2023-04-28,2023,4,26.6,12.4,21.4,0.0,80.1,6.1
41.97,-93.47,2023-04-29,2023,4,24.5,11.8,18.4,0.0,73.8,5.8
41.97,-93.47,2023-04-30,2023,4,23.1,4.5,13.3,0.0,58.8,3.1
41.97,-93.47,2023-05-01,2023,5,27.9,11.9,20.1,0.0,51.1,7.5
41.97,-93.47,2023-05-02,2023,5,30.6,12.8,22.1,9.3,97.3,7.4
41.97,-93.47,2023-05-03,2023,5,31.0,15.0,21.0,0.0,69.3,6.5
41.97,-93.47,2023-05-04,2023,5,30.4,8.7,20.3,0.0,63.0,4.7
41.97,-93.47,2023-05-05,2023,5,28.9,12.0,19.8,1.8,92.1,2.0
41.97,-93.47,2023-05-06,2023,5,30.2,15.1,22.9,0.0,81.8,6.1
41.97,-93.47,2023-05-07,2023,5,31.6,16.8,23.4,0.0,50.6,5.1
41.97,-93.47,2023-05-08,2023,5,25.6,9.2,17.1,0.0,59.5,5.5
41.97,-93.47,2023-05-09,2023,5,28.3,10.5,16.5,0.0,48.4,8.0
41.97,-93.47,2023-05-10,2023,5,29.6,12.0,21.1,6.2,68.4,9.4
41.97,-93.47,2023-05-11,2023,5,23.1,9.6,17.9,0.0,47.6,6.7
41.97,-93.47,2023-05-12,2023,5,26.1,9.3,17.9,0.0,61.0,5.4
41.97,-93.47,2023-05-13,2023,5,29.6,6.9,18.6,0.0,55.8,5.9
41.97,-93.47,2023-05-14,2023,5,26.3,13.3,18.5,5.7,86.4,2.2
41.97,-93.47,2023-05-15,2023,5,27.2,12.3,17.5,7.2,67.1,5.9
41.97,-93.47,2023-05-16,2023,5,24.1,11.7,17.4,5.8,94.2,7.0
41.97,-93.47,2023-05-17,2023,5,31.0,17.5,24.5,0.0,45.5,4.5
41.97,-93.47,2023-05-18,2023,5,23.0,11.4,16.6,3.9,76.9,7.4
41.97,-93.47,2023-05-19,2023,5,24.8,10.4,18.0,0.0,55.7,5.7
41.97,-93.47,2023-05-20,2023,5,30.6,13.9,22.7,0.0,56.8,9.7
41.97,-93.47,2023-05-21,2023,5,29.0,9.5,17.9,0.0,77.0,4.6
41.97,-93.47,2023-05-22,2023,5,25.9,13.9,20.8,0.0,70.3,5.5
41.97,-93.47,2023-05-23,2023,5,32.0,11.4,20.1,1.4,60.7,9.5
41.97,-93.47,2023-05-24,2023,5,24.9,10.0,19.0,3.6,86.1,7.0
41.97,-93.47,2023-05-25,2023,5,29.6,10.7,20.4,11.1,76.8,6.3
41.97,-93.47,2023-05-26,2023,5,31.2,17.2,22.5,6.0,63.3,7.6
41.97,-93.47,2023-05-27,2023,5,24.8,10.3,17.7,0.0,56.9,5.4
41.97,-93.47,2023-05-28,2023,5,23.7,5.7,15.4,0.0,74.3,3.3
41.97,-93.47,2023-05-29,2023,5,26.3,8.7,17.9,6.6,64.3,2.5
41.97,-93.47,2023-05-30,2023,5,30.0,11.5,20.0,0.0,62.4,3.5
41.97,-93.47,2023-05-31,2023,5,30.9,14.2,21.1,0.0,59.4,4.5
41.97,-93.47,2023-06-01,2023,6,37.6,20.2,26.2,0.0,62.8,5.1
41.97,-93.47,2023-06-02,2023,6,37.9,17.1,27.8,0.0,72.7,9.1
41.97,-93.47,2023-06-03,2023,6,31.7,16.5,24.9,19.8,97.8,4.2
41.97,-93.47,2023-06-04,2023,6,32.1,16.9,25.9,0.0,46.4,8.2
41.97,-93.47,2023-06-05,2023,6,32.3,13.7,25.2,0.0,82.8,6.8
41.97,-93.47,2023-06-06,2023,6,31.9,13.9,24.7,4.1,69.2,4.7
41.97,-93.47,2023-06-07,2023,6,30.2,14.8,24.7,5.8,62.6,5.9
41.97,-93.47,2023-06-08,2023,6,36.2,19.5,28.9,0.0,69.6,5.4
41.97,-93.47,2023-06-09,2023,6,30.3,14.1,25.2,9.3,81.2,9.6
41.97,-93.47,2023-06-10,2023,6,36.1,19.9,28.3,0.0,79.9,9.9
41.97,-93.47,2023-06-11,2023,6,32.9,14.6,22.5,0.0,74.5,5.4
41.97,-93.47,2023-06-12,2023,6,30.7,16.6,23.7,0.2,60.7,9.9
41.97,-93.47,2023-06-13,2023,6,30.2,14.5,22.2,0.0,53.7,9.7
41.97,-93.47,2023-06-14,2023,6,39.2,19.3,27.5,0.0,51.7,9.9
41.97,-93.47,2023-06-15,2023,6,30.6,12.3,23.9,0.0,69.3,7.1
41.97,-93.47,2023-06-16,2023,6,29.2,16.4,22.7,0.0,59.0,4.3
41.97,-93.47,2023-06-17,2023,6,34.8,11.8,23.0,0.0,84.8,5.0
41.97,-93.47,2023-06-18,2023,6,38.7,22.8,28.8,0.0,54.0,5.3
41.97,-93.47,2023-06-19,2023,6,31.6,13.7,22.9,0.0,48.7,9.3
41.97,-93.47,2023-06-20,2023,6,34.0,11.1,22.7,0.0,77.4,7.9
41.97,-93.47,2023-06-21,2023,6,32.3,17.8,23.4,0.0,59.9,5.6
41.97,-93.47,2023-06-22,2023,6,30.1,17.9,24.5,0.0,48.0,9.1
41.97,-93.47,2023-06-23,2023,6,38.4,21.6,30.0,0.0,78.0,6.1
41.97,-93.47,2023-06-24,2023,6,33.5,15.5,26.6,0.0,71.3,9.1
41.97,-93.47,2023-06-25,2023,6,41.2,20.2,30.1,0.0,72.9,8.1
41.97,-93.47,2023-06-26,2023,6,34.8,17.6,28.7,0.0,46.2,9.0
41.97,-93.47,2023-06-27,2023,6,32.4,19.2,26.5,0.0,51.4,8.9
41.97,-93.47,2023-06-28,2023,6,29.7,17.7,24.7,0.0,84.2,7.8
41.97,-93.47,2023-06-29,2023,6,35.2,19.0,28.4,0.0,76.2,4.6
41.97,-93.47,2023-06-30,2023,6,37.1,17.9,25.3,0.0,82.3,4.6
41.97,-93.47,2023-07-01,2023,7,43.9,22.5,32.3,1.6,88.3,4.4
41.97,-93.47,2023-07-02,2023,7,31.5,16.8,22.2,0.0,83.9,9.8
41.97,-93.47,2023-07-03,2023,7,40.7,24.6,30.5,0.0,46.0,4.1
41.97,-93.47,2023-07-04,2023,7,37.6,17.4,27.2,0.0,55.9,10.0
41.97,-93.47,2023-07-05,2023,7,29.5,13.3,21.5,7.1,87.7,5.3
41.97,-93.47,2023-07-06,2023,7,37.9,21.4,28.3,0.0,51.0,6.6
41.97,-93.47,2023-07-07,2023,7,37.5,18.0,25.9,0.0,60.9,5.6
41.97,-93.47,2023-07-08,2023,7,38.7,20.8,27.4,0.1,86.1,6.2
41.97,-93.47,2023-07-09,2023,7,39.4,20.0,28.3,0.0,52.4,9.2
41.97,-93.47,2023-07-10,2023,7,40.6,19.4,29.7,0.0,50.2,4.2
41.97,-93.47,2023-07-11,2023,7,41.2,20.4,29.8,0.0,64.3,4.7
41.97,-93.47,2023-07-12,2023,7,36.7,22.3,28.7,0.0,47.6,7.5
41.97,-93.47,2023-07-13,2023,7,32.2,14.7,25.3,2.7,60.5,4.4
41.97,-93.47,2023-07-14,2023,7,35.4,19.2,26.2,0.0,79.4,8.7
41.97,-93.47,2023-07-15,2023,7,25.6,11.9,20.3,1.2,99.5,4.9
41.97,-93.47,2023-07-16,2023,7,44.7,25.9,34.8,1.8,80.7,4.5
41.97,-93.47,2023-07-17,2023,7,35.0,22.3,27.5,2.3,65.3,7.4
41.97,-93.47,2023-07-18,2023,7,37.0,24.4,30.6,4.6,88.3,4.2
41.97,-93.47,2023-07-19,2023,7,41.0,24.1,29.5,0.0,73.4,9.2
41.97,-93.47,2023-07-20,2023,7,37.6,19.6,30.3,10.1,81.9,8.9
41.97,-93.47,2023-07-21,2023,7,37.7,20.0,29.5,0.0,74.3,4.5
41.97,-93.47,2023-07-22,2023,7,35.0,14.9,24.5,0.0,67.2,8.3
41.97,-93.47,2023-07-23,2023,7,32.6,14.0,26.0,0.0,71.0,5.2
41.97,-93.47,2023-07-24,2023,7,31.3,19.3,26.1,0.0,79.7,8.4
41.97,-93.47,2023-07-25,2023,7,38.4,20.2,28.2,2.1,99.5,4.2
41.97,-93.47,2023-07-26,2023,7,36.3,18.2,28.3,0.0,79.9,9.4
41.97,-93.47,2023-07-27,2023,7,38.7,23.8,30.7,0.0,81.5,5.3
41.97,-93.47,2023-07-28,2023,7,42.1,26.1,32.0,0.0,81.4,5.1
41.97,-93.47,2023-07-29,2023,7,38.4,19.9,31.7,8.7,79.7,5.5
41.97,-93.47,2023-07-30,2023,7,35.7,19.6,27.1,0.0,51.5,6.3
41.97,-93.47,2023-07-31,2023,7,42.6,24.0,30.8,0.0,58.0,8.6
41.97,-93.47,2023-08-01,2023,8,27.4,15.7,21.9,0.0,58.5,9.0
41.97,-93.47,2023-08-02,2023,8,33.8,19.0,25.8,0.0,73.3,5.0
41.97,-93.47,2023-08-03,2023,8,37.4,18.2,29.1,0.0,68.4,9.2
41.97,-93.47,2023-08-04,2023,8,36.7,24.5,30.3,0.3,81.2,9.6
41.97,-93.47,2023-08-05,2023,8,36.0,20.2,28.8,0.7,99.5,9.8
41.97,-93.47,2023-08-06,2023,8,31.4,14.7,26.3,0.0,79.7,6.7
41.97,-93.47,2023-08-07,2023,8,29.9,14.3,20.3,1.7,88.2,5.2
41.97,-93.47,2023-08-08,2023,8,45.1,23.6,35.4,5.0,77.8,9.2
41.97,-93.47,2023-08-09,2023,8,39.1,16.6,28.2,0.0,64.9,7.7
41.97,-93.47,2023-08-10,2023,8,34.9,14.8,23.8,12.0,87.6,8.1
41.97,-93.47,2023-08-11,2023,8,36.3,18.9,28.5,4.8,100.0,4.3
41.97,-93.47,2023-08-12,2023,8,35.0,15.3,23.2,0.0,76.3,7.4
41.97,-93.47,2023-08-13,2023,8,36.1,21.0,28.3,0.0,77.3,8.6
41.97,-93.47,2023-08-14,2023,8,38.2,19.6,27.7,0.0,49.8,7.3
41.97,-93.47,2023-08-15,2023,8,32.6,15.0,22.8,0.0,54.5,6.2
41.97,-93.47,2023-08-16,2023,8,28.2,16.1,21.7,0.0,71.7,7.7
41.97,-93.47,2023-08-17,2023,8,30.9,11.2,19.8,0.0,46.0,4.0
41.97,-93.47,2023-08-18,2023,8,32.2,16.7,24.5,0.0,66.3,7.6
41.97,-93.47,2023-08-19,2023,8,38.7,16.9,28.6,1.0,60.3,7.9
41.97,-93.47,2023-08-20,2023,8,39.6,21.6,28.3,0.0,47.4,9.6
41.97,-93.47,2023-08-21,2023,8,32.7,17.5,24.3,1.7,92.1,7.2
41.97,-93.47,2023-08-22,2023,8,32.9,16.5,25.7,0.0,55.9,6.5
41.97,-93.47,2023-08-23,2023,8,35.9,19.9,26.2,0.0,73.4,4.6
41.97,-93.47,2023-08-24,2023,8,35.1,19.3,26.1,0.0,64.3,8.8
41.97,-93.47,2023-08-25,2023,8,34.3,13.2,24.8,0.0,77.8,9.3
41.97,-93.47,2023-08-26,2023,8,33.4,20.3,26.8,0.0,61.4,9.0
41.97,-93.47,2023-08-27,2023,8,32.4,15.3,25.8,7.8,76.9,8.0
41.97,-93.47,2023-08-28,2023,8,34.5,19.5,28.8,0.0,68.5,5.0
41.97,-93.47,2023-08-29,2023,8,35.0,22.8,28.5,4.6,84.3,7.3
41.97,-93.47,2023-08-30,2023,8,34.4,20.1,27.8,0.0,64.9,9.9
41.97,-93.47,2023-08-31,2023,8,35.7,19.8,27.8,0.0,72.7,9.9
41.97,-93.47,2023-09-01,2023,9,25.2,13.5,19.3,0.0,68.1,3.6
41.97,-93.47,2023-09-02,2023,9,25.8,12.8,18.3,0.0,47.7,6.8
41.97,-93.47,2023-09-03,2023,9,26.1,10.7,19.5,0.0,71.0,5.2
41.97,-93.47,2023-09-04,2023,9,27.8,6.1,18.1,0.0,67.3,6.4
41.97,-93.47,2023-09-05,2023,9,26.1,12.5,17.9,0.0,83.3,3.1
41.97,-93.47,2023-09-06,2023,9,27.4,12.9,18.6,0.0,75.2,4.1
41.97,-93.47,2023-09-07,2023,9,33.1,12.9,23.5,0.0,54.4,6.4
41.97,-93.47,2023-09-08,2023,9,32.7,13.2,21.8,0.0,48.6,8.5
41.97,-93.47,2023-09-09,2023,9,29.8,13.1,23.9,0.0,73.3,4.2
41.97,-93.47,2023-09-10,2023,9,25.9,12.8,18.4,0.0,67.2,3.8
41.97,-93.47,2023-09-11,2023,9,26.7,10.8,18.9,0.0,65.6,7.5
41.97,-93.47,2023-09-12,2023,9,33.3,15.9,22.3,0.0,49.7,8.9
41.97,-93.47,2023-09-13,2023,9,29.2,10.4,21.6,0.0,77.2,8.7
41.97,-93.47,2023-09-14,2023,9,27.9,13.8,20.1,0.0,58.8,9.9
41.97,-93.47,2023-09-15,2023,9,30.4,10.1,20.9,5.0,96.9,6.9
41.97,-93.47,2023-09-16,2023,9,32.0,17.2,25.8,0.0,50.9,6.2
41.97,-93.47,2023-09-17,2023,9,28.7,18.1,23.3,8.2,82.0,9.8
41.97,-93.47,2023-09-18,2023,9,24.7,8.1,16.2,2.6,68.6,5.7
41.97,-93.47,2023-09-19,2023,9,29.2,13.6,19.6,3.8,78.4,2.3
41.97,-93.47,2023-09-20,2023,9,25.7,12.8,19.9,2.9,62.5,5.1
41.97,-93.47,2023-09-21,2023,9,32.3,9.7,20.4,0.0,57.3,7.7
41.97,-93.47,2023-09-22,2023,9,19.8,2.7,13.9,0.0,52.8,4.2
41.97,-93.47,2023-09-23,2023,9,32.3,13.6,24.4,0.0,75.8,4.1
41.97,-93.47,2023-09-24,2023,9,25.0,13.0,19.9,0.0,50.5,5.2
41.97,-93.47,2023-09-25,2023,9,20.3,8.7,13.8,9.3,92.1,7.8
41.97,-93.47,2023-09-26,2023,9,27.4,10.4,18.6,0.0,48.9,4.9
41.97,-93.47,2023-09-27,2023,9,27.5,14.2,21.5,0.0,64.0,6.3
41.97,-93.47,2023-09-28,2023,9,29.5,7.7,19.0,0.0,76.5,3.9
41.97,-93.47,2023-09-29,2023,9,24.6,6.7,14.8,0.0,78.6,2.2
41.97,-93.47,2023-09-30,2023,9,30.8,11.7,21.3,0.0,70.5,7.7
41.97,-93.47,2023-10-01,2023,10,22.8,8.7,17.3,3.3,80.5,6.1
41.97,-93.47,2023-10-02,2023,10,19.0,8.4,13.5,0.0,74.5,4.1
41.97,-93.47,2023-10-03,2023,10,22.2,7.7,15.1,0.0,71.5,3.1
41.97,-93.47,2023-10-04,2023,10,25.0,13.0,18.1,8.6,71.8,6.6
41.97,-93.47,2023-10-05,2023,10,26.1,9.1,16.7,0.3,84.6,6.6
41.97,-93.47,2023-10-06,2023,10,21.2,4.2,16.0,0.0,56.7,7.9
41.97,-93.47,2023-10-07,2023,10,30.3,12.0,21.1,0.0,77.5,7.9
41.97,-93.47,2023-10-08,2023,10,25.0,6.9,13.5,0.0,62.3,4.6
41.97,-93.47,2023-10-09,2023,10,21.4,0.5,12.1,0.3,67.9,7.3
41.97,-93.47,2023-10-10,2023,10,21.3,-0.5,10.6,0.0,81.8,3.5
41.97,-93.47,2023-10-11,2023,10,27.6,9.1,17.3,0.0,74.1,6.7
41.97,-93.47,2023-10-12,2023,10,20.3,-0.4,11.5,0.0,46.7,3.0
41.97,-93.47,2023-10-13,2023,10,22.0,6.0,16.1,0.0,53.5,5.0
41.97,-93.47,2023-10-14,2023,10,24.9,6.9,16.1,0.0,56.9,5.4
41.97,-93.47,2023-10-15,2023,10,26.6,5.6,16.8,0.0,75.4,3.0
41.97,-93.47,2023-10-16,2023,10,20.6,3.7,13.8,0.0,49.0,4.4
41.97,-93.47,2023-10-17,2023,10,25.1,8.1,14.5,0.0,74.3,5.7
41.97,-93.47,2023-10-18,2023,10,23.5,4.2,13.0,3.6,61.4,6.5
41.97,-93.47,2023-10-19,2023,10,17.7,-0.5,11.3,0.0,58.1,2.9
41.97,-93.47,2023-10-20,2023,10,28.7,9.2,16.8,0.0,73.9,7.3
41.97,-93.47,2023-10-21,2023,10,22.6,5.7,13.5,0.0,72.8,2.0
41.97,-93.47,2023-10-22,2023,10,20.6,4.4,10.0,0.0,64.2,5.9
41.97,-93.47,2023-10-23,2023,10,23.8,9.3,18.4,0.0,67.4,5.6
41.97,-93.47,2023-10-24,2023,10,24.5,6.9,17.7,0.0,48.1,2.4
41.97,-93.47,2023-10-25,2023,10,23.7,5.9,16.4,0.0,76.5,5.1
41.97,-93.47,2023-10-26,2023,10,18.5,3.1,11.2,0.6,83.9,6.4
41.97,-93.47,2023-10-27,2023,10,26.0,2.5,14.0,0.0,61.8,5.8
41.97,-93.47,2023-10-28,2023,10,21.4,2.7,13.5,0.0,67.9,5.5
41.97,-93.47,2023-10-29,2023,10,21.7,7.8,15.4,0.0,46.0,2.1
41.97,-93.47,2023-10-30,2023,10,21.6,5.9,13.0,0.0,55.4,4.6
41.97,-93.47,2023-10-31,2023,10,28.0,6.0,16.9,4.1,78.3,4.9
41.97,-93.47,2023-11-01,2023,11,15.6,-2.6,7.5,0.0,51.4,5.7
